City_ID,City,Country,Lat,Lng,Max Temp,Cloudiness,Wind Speed,Current Description
367,Baturaja,ID,-4.1333,104.1667,72.7,42,1.1,scattered clouds
368,Samarai,PG,-10.6167,150.6667,80.08,100,13.44,overcast clouds
369,Cockburn Town,TC,21.4612,-71.1419,78.8,20,9.22,few clouds
370,Wenzhou,CN,27.9994,120.6668,52.0,100,1.01,light rain
371,Changping,CN,40.2186,116.2197,55.0,0,4.47,light rain
372,Florencia,IT,43.7667,11.25,51.01,0,4.61,clear sky
373,Bonavista,CA,48.6499,-53.1147,37.4,100,4.61,overcast clouds
374,Darhan,MN,49.4867,105.9228,27.52,6,4.07,clear sky
375,Pozo Colorado,PY,-23.4923,-58.7972,94.77,13,5.46,few clouds
376,Denpasar,ID,-8.65,115.2167,80.6,40,5.75,scattered clouds
377,Goulburn,AU,-34.75,149.7167,44.01,76,7.07,broken clouds
378,Christchurch,NZ,-43.5333,172.6333,54.0,20,5.75,few clouds
379,Silay,PH,10.798,122.9757,79.38,100,7.14,moderate rain
380,Muros,ES,42.7762,-9.0603,66.99,42,5.99,scattered clouds
381,Rosetta,EG,31.4044,30.4164,64.4,0,6.91,clear sky
382,Qaqortoq,GL,60.7167,-46.0333,41.0,20,6.91,few clouds
383,Matagami,CA,49.7502,-77.6328,57.2,90,6.91,overcast clouds
384,Sinnamary,GF,5.3833,-52.95,82.89,75,10.54,broken clouds
385,Hailar,CN,49.2,119.7,31.14,100,5.86,overcast clouds
386,Shache,CN,38.4167,77.2406,59.77,100,5.48,overcast clouds
387,Bestobe,KZ,52.4994,73.0975,44.96,0,5.93,clear sky
388,Atar,MR,20.5169,-13.0499,95.0,7,11.5,clear sky
389,Fuyang,CN,32.9,115.8167,51.42,100,8.28,light rain
390,Santa Cruz,BO,-17.8,-63.1667,90.0,31,11.79,scattered clouds
391,Winnemucca,US,40.973,-117.7357,51.8,1,18.41,clear sky
392,Whitefish,US,48.4111,-114.3376,54.0,1,19.57,clear sky
393,Chapada Dos Guimaraes,BR,-15.4606,-55.7497,91.4,40,5.75,scattered clouds
394,Fairbanks,US,64.8378,-147.7164,44.6,75,8.05,haze
395,Madimba,TZ,-10.4,40.3333,75.2,75,6.91,broken clouds
396,Caruray,PH,10.3094,119.0128,78.8,20,4.61,few clouds
397,Cocobeach,GA,1.0002,9.5823,75.2,40,2.3,scattered clouds
398,Gamba,GA,-2.65,10.0,79.86,100,4.23,moderate rain
399,Sorland,NO,67.667,12.6934,41.0,40,29.93,scattered clouds
400,Port Hedland,AU,-20.3167,118.5667,75.2,87,6.91,overcast clouds
401,Buala,SB,-8.145,159.5921,79.29,85,2.77,overcast clouds
402,Poum,NC,-20.2333,164.0167,79.32,100,18.61,light rain
403,Lasa,IT,46.6166,10.7002,51.8,40,6.91,scattered clouds
404,Bandarbeyla,SO,9.4942,50.8122,81.05,16,9.89,few clouds
405,Tiznit,MA,29.5833,-9.5,59.4,66,13.67,broken clouds
406,Nioki,CD,-2.7167,17.6833,74.16,40,1.79,scattered clouds
407,Kisesa,TZ,-3.0833,34.15,65.53,100,3.02,light rain
408,Boa Vista,BR,2.8197,-60.6733,91.4,75,3.44,light rain
409,Magadan,RU,59.5667,150.8,16.03,100,22.19,light snow
410,Leduc,CA,53.2668,-113.552,54.0,75,6.91,broken clouds
411,Lenger,KZ,42.183,69.8839,60.8,75,8.95,broken clouds
412,San Joaquin,US,37.9333,-121.3011,66.99,1,4.61,clear sky
413,Harrogate,GB,53.9908,-1.5373,48.2,40,12.66,scattered clouds
414,Bapatla,IN,15.9,80.4667,83.1,70,7.87,broken clouds
415,Halifax,CA,44.6453,-63.5724,53.6,40,18.41,scattered clouds
416,Talara,PE,-4.5772,-81.2719,87.8,0,12.66,clear sky
417,Sillamae,EE,59.3997,27.7547,35.78,100,6.78,overcast clouds
418,Woodway,US,31.506,-97.205,78.8,90,8.05,overcast clouds
419,Jiaxing,CN,30.7522,120.75,54.0,84,1.99,broken clouds
420,Ponta Delgada,PT,37.7333,-25.6667,62.6,20,16.11,few clouds
421,Teguldet,RU,57.3064,88.1667,32.31,100,4.47,overcast clouds
422,Bayeux,BR,-7.125,-34.9322,82.4,40,12.66,scattered clouds
423,Sumbe,AO,-11.2061,13.8437,80.83,52,3.62,broken clouds
424,Zhigansk,RU,66.7697,123.3711,16.34,100,7.92,overcast clouds
425,Albury,AU,-36.0833,146.9167,48.0,0,0.58,clear sky
426,College,US,64.8569,-147.8028,44.6,75,6.91,light snow
427,Wenatchee,US,47.4235,-120.3103,63.0,1,9.22,clear sky
428,Lata,PT,40.1629,-8.3327,64.0,100,1.9,overcast clouds
429,Khorramshahr,IR,30.4397,48.1664,77.0,0,9.22,clear sky
430,Tabuk,PH,17.4189,121.4443,74.41,100,2.84,overcast clouds
431,Zyryanka,RU,65.75,150.85,-20.25,81,5.44,broken clouds
432,Ancud,CL,-41.8697,-73.8203,53.6,90,9.22,light rain
433,Tingo Maria,PE,-9.2895,-76.0088,86.0,20,4.61,few clouds
434,Banda,IN,25.4833,80.3333,92.34,100,6.08,overcast clouds
435,Cidreira,BR,-30.1811,-50.2056,73.6,1,14.83,clear sky
436,Yaan,NG,7.3833,8.5667,81.64,100,10.98,overcast clouds
437,Aykhal,RU,66.0,111.5,3.38,21,3.56,few clouds
438,Trinidad,BO,-14.8333,-64.9,87.89,9,1.66,clear sky
439,Biltine,TD,14.5333,20.9167,84.74,6,11.45,clear sky
440,Port Keats,AU,-14.25,129.55,72.25,83,5.5,broken clouds
441,Bethel,US,41.3712,-73.414,71.6,75,6.91,broken clouds
442,Tagusao,PH,9.1924,117.8141,78.71,35,0.36,scattered clouds
443,Gravdal,NO,68.1214,13.5031,39.2,75,12.66,broken clouds
444,Manzhouli,CN,49.6,117.4333,35.35,100,4.32,overcast clouds
445,Novobelokatay,RU,55.7062,58.9549,48.67,25,2.19,scattered clouds
446,Marfino,RU,55.7028,37.3822,60.8,0,4.47,clear sky
447,Marstal,DK,54.8562,10.5173,42.8,2,4.61,clear sky
448,Aguimes,ES,27.9054,-15.4461,71.6,75,17.27,broken clouds
449,Nicoya,CR,10.1483,-85.452,91.4,75,16.11,broken clouds
450,Baillif,GP,16.0202,-61.7463,84.2,90,10.36,overcast clouds
451,Axim,GH,4.8699,-2.2405,81.52,100,9.84,overcast clouds
452,Harper,LR,4.375,-7.7169,81.73,54,7.58,broken clouds
453,Kargasok,RU,59.0556,80.8572,33.84,100,2.3,overcast clouds
454,Sakakah,SA,29.9697,40.2064,71.6,0,6.91,clear sky
455,Pishin,PK,30.5803,66.9961,63.03,100,7.94,overcast clouds
456,Andros Town,BS,24.7,-77.7667,78.8,20,12.66,few clouds
457,Santa Ana,US,33.7456,-117.8678,64.99,75,10.36,broken clouds
458,Aksarka,RU,66.5606,67.7975,36.37,100,15.97,overcast clouds
459,Fort Nelson,CA,58.8053,-122.7002,50.0,40,4.61,scattered clouds
460,Tafalla,ES,42.5269,-1.6745,60.8,0,8.05,clear sky
461,Lianran,CN,24.9227,102.485,57.2,0,13.42,clear sky
462,Gulabpura,IN,25.9,74.6667,81.43,70,8.84,broken clouds
463,Miramar,US,25.9873,-80.2323,82.4,1,14.97,clear sky
464,Lavrentiya,RU,65.5833,-171.0,25.79,100,4.09,light snow
465,Mangan,IN,27.5167,88.5333,68.41,63,5.95,broken clouds
466,Yerbogachen,RU,61.2767,108.0108,12.16,59,2.98,broken clouds
467,Pavlodar,KZ,52.3,76.95,35.6,0,2.24,clear sky
468,Skibbereen,IE,51.55,-9.2667,46.4,40,8.05,scattered clouds
469,Rozivka,UA,46.9385,35.7724,47.43,100,10.27,overcast clouds
470,Sao Joao Da Barra,BR,-21.6403,-41.0511,80.6,20,18.41,few clouds
471,Iwaki,JP,37.05,140.8833,34.0,1,1.99,clear sky
472,Chapais,CA,49.7834,-74.8492,62.6,1,8.05,clear sky
473,Bellevue,US,47.6104,-122.2007,62.01,1,9.22,clear sky
474,Grand Forks,US,47.9417,-97.4337,32.0,90,17.27,light snow
475,Nyurba,RU,63.2842,118.3319,3.49,93,2.66,overcast clouds
476,Noumea,NC,-22.2763,166.4572,77.0,90,2.3,overcast clouds
477,Milkovo,RU,54.7167,158.6167,28.0,100,2.48,overcast clouds
478,Charagua,BO,-19.8,-63.2167,86.95,27,12.08,scattered clouds
479,Pedasi,PA,7.5333,-80.0333,84.51,100,12.64,overcast clouds
480,Bengkulu,ID,-3.8004,102.2655,75.27,57,3.94,broken clouds
481,Salihli,TR,38.4826,28.1477,59.0,100,2.82,overcast clouds
482,Narrabri,AU,-30.3167,149.7833,57.99,90,3.44,overcast clouds
483,Mount Isa,AU,-20.7333,139.5,68.0,3,2.3,light rain
484,Touros,BR,-5.1989,-35.4608,82.4,20,9.22,moderate rain
485,Urengoy,RU,65.9667,78.3667,27.75,100,20.58,snow
486,San Carlos De Bariloche,AR,-41.1456,-71.3082,69.01,0,27.63,clear sky
487,Aldama,MX,22.9167,-98.0667,91.0,55,8.01,broken clouds
488,Paris,FR,48.8534,2.3488,48.2,45,11.5,scattered clouds
489,Tromso,NO,69.6496,18.957,32.0,75,5.75,light snow
490,Mulchen,CL,-37.7167,-72.2333,73.4,0,4.61,clear sky
491,Abu Samrah,SY,35.3029,37.1841,58.84,6,1.66,clear sky
492,Palmas Bellas,PA,9.2319,-80.0867,90.0,91,38.99,overcast clouds
493,Kharp,RU,66.8014,65.8081,37.33,100,11.25,light rain
494,North Bend,US,43.4065,-124.2243,63.0,1,11.5,clear sky
495,Coahuayana,MX,18.7333,-103.6833,86.0,20,11.5,few clouds
496,Poronaysk,RU,49.2167,143.1167,22.59,3,6.4,clear sky
497,Artyom,AZ,40.4723,50.333,55.4,0,4.61,clear sky
498,Sorong,ID,-0.8833,131.25,78.55,100,11.21,overcast clouds
499,Poshekhonye,RU,58.4993,39.1353,50.5,90,6.02,overcast clouds
500,Kailua,US,21.4022,-157.7394,75.2,20,10.36,few clouds
501,Butwal,NP,27.7006,83.4484,77.77,2,6.64,clear sky
502,Mweka,CD,-4.85,21.5667,66.92,100,2.91,overcast clouds
503,Tefe,BR,-3.3542,-64.7114,77.0,20,6.91,light rain
504,San Lazaro,BZ,18.0387,-88.6622,90.0,40,16.11,scattered clouds
505,Antigonish,CA,45.6169,-61.9986,46.99,42,4.0,scattered clouds
506,Mariestad,SE,58.7097,13.8237,39.0,9,4.0,clear sky
507,Tambovka,RU,50.0969,128.0489,19.4,0,0.87,clear sky
508,Rio Gallegos,AR,-51.6226,-69.2181,59.0,20,26.46,few clouds
509,Pekin,CN,39.9075,116.3972,55.0,1,6.58,clear sky
510,Suchiapa,MX,16.6167,-93.0833,95.0,20,2.3,few clouds
511,Machinga,MW,-15.1685,35.3,64.2,31,3.29,scattered clouds
512,Port Said,EG,31.2565,32.2841,64.4,0,9.22,clear sky
513,Bosaso,SO,11.2842,49.1816,80.2,3,1.92,clear sky
514,Vila Franca Do Campo,PT,37.7167,-25.4333,62.6,20,16.11,few clouds
515,Brae,GB,60.3964,-1.353,44.6,40,6.91,scattered clouds
516,Yadgir,IN,16.7667,77.1333,78.91,16,15.66,few clouds
517,Mangrol,IN,21.1167,70.1167,80.19,0,8.16,clear sky
518,Rotifunk,SL,8.2333,-12.6833,81.16,100,5.59,overcast clouds
519,Stornoway,GB,58.2093,-6.3865,48.2,75,2.3,broken clouds
520,Maceio,BR,-9.6658,-35.7353,78.8,40,9.22,scattered clouds
521,Ginir,ET,7.1333,40.7,60.49,85,3.18,overcast clouds
522,Ewa Beach,US,21.3156,-158.0072,77.0,1,9.22,clear sky
523,Marawi,PH,7.9986,124.2928,75.0,100,7.0,overcast clouds
524,Rantauprapat,ID,2.1,99.8333,72.86,66,2.15,broken clouds
525,Lock Haven,US,41.137,-77.4469,68.0,40,5.75,scattered clouds
526,Solomenskoye,RU,44.2167,44.3528,49.3,100,7.76,light rain
527,Riverton,US,40.5219,-111.9391,41.0,90,8.05,light rain
528,Barra Do Garcas,BR,-15.89,-52.2567,93.2,0,4.61,clear sky
529,Conakry,GN,9.538,-13.6773,80.6,75,4.61,broken clouds
530,Ulladulla,AU,-35.35,150.4667,59.0,3,12.66,clear sky
531,Ugoofaaru,MV,5.6667,73.0,83.88,12,3.02,few clouds
532,Taltal,CL,-25.4,-70.4833,68.07,22,5.61,few clouds
533,Trairi,BR,-3.2778,-39.2689,83.37,97,10.45,overcast clouds
534,Bamako,ML,12.65,-8.0,95.0,0,4.61,clear sky
535,Conceicao Do Araguaia,BR,-8.2578,-49.2647,89.6,40,4.61,scattered clouds
536,Calumet City,US,41.6156,-87.5295,50.0,75,17.27,broken clouds
537,Lazaro Cardenas,MX,17.9583,-102.2,84.24,62,11.27,broken clouds
538,Nizwa,OM,22.9333,57.5333,83.07,9,2.06,clear sky
539,Svetlyy,RU,54.675,20.1347,41.0,0,17.9,light rain
540,Plettenberg Bay,ZA,-34.0527,23.3716,65.28,90,1.61,overcast clouds
541,Kenai,US,60.5544,-151.2583,39.2,90,19.57,overcast clouds
542,Marzuq,YE,14.4,46.4667,68.31,0,6.73,clear sky
543,Amahai,ID,-3.3333,128.9167,79.0,30,1.61,scattered clouds
544,Marinette,US,45.1,-87.6307,44.6,90,4.61,light rain
545,Kamaishi,JP,39.2667,141.8833,37.45,2,6.06,clear sky
546,Cabra,ES,37.4725,-4.4421,60.8,100,2.3,overcast clouds
547,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,81.23,50,8.03,moderate rain
548,Henties Bay,NA,-22.116,14.2845,76.96,0,9.64,clear sky
549,Karpogory,RU,64.0019,44.4451,37.69,100,7.83,overcast clouds
550,Saldanha,ZA,-33.0117,17.9442,73.4,84,6.91,broken clouds
551,Florence,IT,43.7667,11.25,51.01,0,4.61,clear sky
552,Malangwa,NP,26.8568,85.5581,81.81,5,5.88,clear sky
553,Bucak,TR,37.4592,30.595,59.0,75,2.3,broken clouds
554,El Sauce,NI,12.8869,-86.539,80.6,40,18.41,scattered clouds
555,Faya,SA,18.3851,42.4509,69.8,0,4.61,clear sky
556,Ust-Nera,RU,64.5667,143.2,-16.76,57,5.21,broken clouds
557,Loubomo,CG,-4.1997,12.6739,73.99,100,0.49,overcast clouds
558,Vanavara,RU,60.34,102.2797,17.22,35,3.44,scattered clouds
559,Urumqi,CN,43.801,87.6005,51.8,0,2.24,clear sky
560,Muscat,OM,23.6139,58.5922,84.2,0,4.61,clear sky
561,Sala,MA,34.0389,-6.8166,64.99,75,8.05,broken clouds
562,Toora-Khem,RU,52.4675,96.11,27.77,100,2.77,light snow
563,San Andres,CO,12.5847,-81.7006,87.8,40,16.11,scattered clouds
564,Itoman,JP,26.1247,127.6694,68.0,75,5.75,broken clouds
565,Tumpat,MY,6.1978,102.171,78.8,20,3.44,few clouds
566,Lubben,DE,51.95,13.9,43.0,100,5.61,overcast clouds
567,Port Augusta,AU,-32.5,137.7667,54.0,100,8.05,overcast clouds
568,Yar-Sale,RU,66.8333,70.8333,35.92,100,17.78,overcast clouds
569,Tombouctou,ML,20.0,-3.0,94.89,7,6.24,clear sky
570,Sechura,PE,-5.5569,-80.8222,79.99,80,13.73,broken clouds
571,Te Anau,NZ,-45.4167,167.7167,51.17,100,5.82,overcast clouds
572,Iquique,CL,-20.2208,-70.1431,69.8,0,12.66,clear sky
573,Alexandria,EG,31.2156,29.9553,64.4,0,6.91,clear sky
574,Ahipara,NZ,-35.1667,173.1667,60.91,51,9.89,broken clouds
575,Goderich,CA,43.7501,-81.7165,50.0,60,8.05,broken clouds
576,Ilinge,ZA,-31.9768,27.0427,59.27,0,5.3,clear sky
577,Nambour,AU,-26.6333,152.95,63.0,0,3.0,clear sky
578,Irati,BR,-25.4672,-50.6511,74.5,100,3.49,overcast clouds
579,Bansi,IN,27.1833,82.9333,83.64,0,7.96,clear sky
580,Shubarkuduk,KZ,49.1447,56.4872,54.3,0,12.64,clear sky
581,Obo,CF,5.3998,26.4869,77.16,79,4.99,broken clouds
582,Saint-Georges,GD,12.0564,-61.7485,84.2,20,21.85,few clouds
583,Igrim,RU,63.1906,64.4162,43.88,100,10.98,overcast clouds
584,Altavas,PH,11.538,122.487,77.09,100,0.45,overcast clouds
585,Tevaitoa,PF,-16.7833,-151.5,81.16,100,10.6,overcast clouds
586,Trogir,HR,43.5125,16.2517,45.0,0,3.44,clear sky
587,Kamyzyak,RU,46.11,48.0736,60.8,75,8.95,broken clouds
588,Marshfield,US,44.6689,-90.1718,39.2,90,10.36,overcast clouds
589,Milton Keynes,GB,52.0417,-0.7558,42.01,0,11.5,clear sky
590,Mossendjo,CG,-2.9506,12.7261,71.17,100,1.59,overcast clouds
591,Bonthe,SL,7.5264,-12.505,81.07,100,8.55,overcast clouds
592,Havre-Saint-Pierre,CA,50.2334,-63.5986,44.6,1,12.66,clear sky
593,Angoche,MZ,-16.2325,39.9086,75.25,87,7.4,light rain
594,Port-Gentil,GA,-0.7193,8.7815,82.4,40,5.75,scattered clouds
595,Palanpur,IN,24.1667,72.4333,82.56,5,3.94,clear sky
596,Samana,DO,19.2056,-69.3369,84.2,20,11.5,few clouds
597,Carballo,ES,43.213,-8.691,57.0,45,3.0,scattered clouds
598,Tutoia,BR,-2.7619,-42.2744,87.8,20,13.8,few clouds
599,Rexburg,US,43.826,-111.7897,42.01,90,16.11,overcast clouds
600,Waitati,NZ,-45.75,170.5667,52.0,100,1.01,light rain
601,Northam,GB,51.0333,-4.2167,48.0,19,1.01,few clouds
602,Vanimo,PG,-2.6741,141.3028,76.77,100,5.21,overcast clouds
603,Aripuana,BR,-9.1667,-60.6333,83.48,100,2.73,light rain
604,Kidal,ML,18.4411,1.4078,95.09,1,10.47,clear sky
605,Sisimiut,GL,66.9395,-53.6735,18.23,100,21.39,overcast clouds
606,Nantucket,US,41.2835,-70.0995,53.6,1,12.66,clear sky
607,Yanam,IN,16.7333,82.2167,76.46,36,3.38,scattered clouds
608,Bukachacha,RU,52.9833,116.9167,23.29,100,2.64,overcast clouds
609,Havoysund,NO,70.9963,24.6622,32.0,40,34.52,light snow
610,Tara,RU,56.8944,74.371,39.85,96,2.71,overcast clouds
611,Olafsvik,IS,64.8945,-23.7142,42.35,79,15.05,broken clouds
612,Puro,PH,12.4841,123.3827,79.68,91,7.54,overcast clouds
613,Coquimbo,CL,-29.9533,-71.3436,60.8,75,10.36,broken clouds
614,Bahia De Caraquez,EC,-0.6,-80.4167,80.6,75,6.91,broken clouds
615,Bereda,ES,43.2686,-7.5406,52.0,88,15.01,overcast clouds
616,Mehamn,NO,71.0357,27.8492,33.8,90,35.68,snow
617,San Francisco,US,37.7749,-122.4194,62.01,20,5.75,few clouds
618,Tommot,RU,58.9564,126.2925,9.63,98,2.21,overcast clouds
619,Srednekolymsk,RU,67.45,153.6833,-14.6,45,4.23,scattered clouds
620,Gejiu,CN,23.306,103.1635,55.58,79,2.98,broken clouds
621,Maniitsoq,GL,65.4167,-52.9,24.01,67,28.59,broken clouds
622,Dutlwe,BW,-23.9833,23.9,72.59,1,7.61,clear sky
623,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,84.99,53,1.99,broken clouds
624,Ban Nahin,LA,18.2418,104.2122,74.5,100,2.48,overcast clouds
625,Ziarat,PK,30.3823,67.7282,55.36,98,6.85,moderate rain
626,San-Pedro,CI,4.7485,-6.6363,82.06,100,8.93,overcast clouds
627,Settimo Torinese,IT,45.1403,7.768,50.0,75,4.61,broken clouds
628,Atkinson,US,42.8384,-71.147,63.0,1,5.75,clear sky
629,Grand-Santi,GF,4.25,-54.3833,83.34,28,4.12,heavy intensity rain
630,Fare,PF,-16.7,-151.0167,81.41,100,9.15,overcast clouds
631,Price,US,39.5994,-110.8107,51.8,75,6.91,broken clouds
632,Bambanglipuro,ID,-7.95,110.2833,75.45,97,3.0,overcast clouds
633,Verkhoyansk,RU,67.5447,133.385,-11.94,87,1.66,overcast clouds
634,Port Hardy,CA,50.6996,-127.4199,48.2,40,5.75,scattered clouds
635,Chimbote,PE,-9.0853,-78.5783,72.41,36,10.04,scattered clouds
636,Saint-Pierre,RE,-21.3393,55.4781,77.0,90,8.05,light rain
637,Non Sung,TH,15.1801,102.2569,84.0,100,8.43,light rain
638,The Pas,CA,53.8251,-101.2541,30.2,90,5.75,overcast clouds
639,Isangel,VU,-19.55,169.2667,78.06,54,2.3,broken clouds
640,Ibanda,TZ,-2.7974,32.4746,73.4,20,0.45,light rain
641,Porto Novo,BJ,6.4965,2.6036,86.0,40,13.8,scattered clouds
642,Fonte Boa,BR,-2.4959,-66.2662,80.29,100,1.95,heavy intensity rain
643,Gigmoto,PH,13.7796,124.39,78.08,100,5.86,overcast clouds
644,Karratha,AU,-20.7377,116.8463,80.82,65,8.23,broken clouds
645,Amazar,RU,53.858,120.875,21.09,64,1.79,broken clouds
646,Bairiki,KI,1.3292,172.9752,80.6,20,4.61,few clouds
647,Grindavik,IS,63.8424,-22.4338,46.4,75,19.57,broken clouds
648,Sysert,RU,56.4953,60.8192,44.6,99,3.51,overcast clouds
649,Mandurah,AU,-32.55,115.7,55.0,0,8.63,clear sky
650,Tual,ID,-5.6667,132.75,82.22,47,10.36,scattered clouds
651,Kosice,SK,48.6667,21.3333,39.2,40,12.66,scattered clouds
652,Straumen,NO,63.8709,11.2999,42.01,75,2.3,broken clouds
653,Waiuku,NZ,-37.25,174.75,61.0,40,2.3,scattered clouds
654,Nybro,SE,56.7446,15.9071,37.99,100,2.3,overcast clouds
655,Arman,RU,59.7,150.1667,16.5,100,10.65,overcast clouds
656,Itzehoe,DE,53.921,9.5153,39.99,92,1.01,overcast clouds
657,Guidonia,IT,42.0167,12.75,53.01,40,5.75,scattered clouds
658,Leshukonskoye,RU,64.8989,45.7622,34.59,86,9.69,overcast clouds
659,Rancho Palos Verdes,US,33.7445,-118.387,61.0,75,10.36,broken clouds
660,Ketchikan,US,55.3422,-131.6461,46.4,1,9.22,clear sky
661,High Level,CA,58.5169,-117.136,51.8,20,8.05,few clouds
662,Bereznik,RU,62.8551,42.7072,39.33,100,5.48,overcast clouds
663,Nouakchott,MR,18.0858,-15.9785,78.8,7,17.27,sand
664,Itainopolis,BR,-7.4469,-41.4783,88.61,83,5.86,broken clouds
665,Sangre Grande,TT,10.5835,-61.1177,89.6,20,11.5,few clouds
666,Monywa,MM,22.1167,95.1333,89.82,63,3.58,broken clouds
667,Makaha,US,21.4694,-158.2175,77.0,20,9.22,few clouds
668,Taitung,TW,22.7583,121.1444,71.98,83,10.04,broken clouds
669,Kibala,TD,9.1104,18.3463,95.0,0,2.68,clear sky
670,Camocim,BR,-2.9022,-40.8411,81.9,47,11.81,scattered clouds
671,Wangqing,CN,43.3218,129.7634,32.23,20,2.8,few clouds
672,Verishen,AM,39.5356,46.3122,40.17,0,5.77,clear sky
673,Mahajanga,MG,-15.7167,46.3167,77.0,20,4.61,few clouds
674,Galle,LK,6.0367,80.217,79.36,100,1.19,overcast clouds
675,Listvyagi,RU,53.6772,86.951,35.17,100,9.86,overcast clouds
676,Baykit,RU,61.67,96.37,10.98,57,3.78,broken clouds
677,Ankara,TR,39.9199,32.8543,57.2,40,6.91,scattered clouds
678,Bull Savanna,JM,17.8868,-77.5902,83.59,62,5.75,light rain
679,Makasar,ID,-5.14,119.4221,73.4,20,2.3,few clouds
680,Mayumba,GA,-3.432,10.6554,80.92,95,3.56,overcast clouds
681,Tveit,NO,58.2337,8.122,43.0,0,6.91,clear sky
682,Romitan,UZ,39.9343,64.3814,60.8,0,6.91,clear sky
683,Jensen Beach,US,27.2545,-80.2298,82.0,1,13.8,clear sky
684,Avera,US,33.194,-82.5271,86.0,75,12.66,broken clouds
685,Hervey Bay,AU,-25.2986,152.8535,62.01,0,3.0,clear sky
686,Chiang Khong,TH,20.2613,100.4046,73.4,0,4.61,clear sky
687,Paita,PE,-5.0892,-81.1144,87.8,0,12.66,clear sky
688,Thohoyandou,ZA,-22.9456,30.485,69.51,0,1.61,clear sky
689,Tanete,ID,-3.9443,119.7848,74.03,100,1.74,overcast clouds
690,Aklavik,CA,68.2191,-135.0107,24.8,75,4.61,broken clouds
691,Susangerd,IR,31.5608,48.1831,75.2,0,13.8,clear sky
692,Ankazobe,MG,-18.3167,47.1167,66.2,75,4.61,light rain
693,Bristol,US,41.8334,-71.1662,64.0,70,5.99,broken clouds
694,Vostok,RU,46.4856,135.8833,22.17,96,9.91,overcast clouds
695,Male,MV,4.1748,73.5089,84.2,40,4.61,scattered clouds
696,San Luis Rio Colorado,MX,32.4631,-114.7767,78.01,75,4.61,broken clouds
697,Ajuchitlan,MX,20.7167,-100.0167,82.4,75,9.22,broken clouds
698,Davila,PH,18.4726,120.5763,78.8,20,2.3,few clouds
699,Sochi,RU,43.6,39.7303,46.4,76,6.71,broken clouds
700,Port Moresby,PG,-9.4431,147.1797,73.69,94,4.21,overcast clouds
701,Nyagan,RU,62.1406,65.3936,44.28,72,10.56,broken clouds
702,Nemuro,JP,43.3236,145.575,34.05,99,12.66,overcast clouds
703,Japura,ID,-0.3167,102.35,73.42,98,0.78,overcast clouds
